farmer_id,username,full_name,gender,date_of_birth,age,category,aadhaar_masked,mobile,state,district,taluka,village,pincode,khasra_number,land_holding_ha,land_type,soil_type,irrigation_source,primary_crop,secondary_crop,tertiary_crop,has_kcc,kcc_bank,pm_kisan_beneficiary,mgnrega_linked,registration_date,status,gat_number,Verified_GAT,pu_id,bhudharna_prakar,pot_kharab_area_ha,aakarnee_rs,satbara_last_date,kisan_id,plot_centroid_lat,plot_centroid_lon,plot_boundary_radius_m,crop_variety,sowing_date,irrigated_status,pmfby_enrolled,pmfby_sum_insured_rs,pmfby_premium_paid_rs,bank_account_masked,ifsc_code,ndvi_baseline,ndvi_current,ndvi_drop_pct,hist_avg_yield_qtl_per_ha,last_survey_date,last_damage_score_pct,last_claim_status
MH-AS-OSM-10000005,shankar.more14,Shankar More,Male,1954-11-28,71,OBC,XXXX-XXXX-2848,8029301550,Maharashtra,Osmanabad,Omerga,Omerga_Village_96,416397,909/4,11.63,Rain-fed,Sandy Loam,Drip,Safflower,Chana Dal,Soybean,No,Union Bank,No,No,2024-02-06,Active,909/4,Verified,32351531223,Bhogtavadar Varg-1,0.0,23.09,22/07/2024,KID8826927051,18.447557,76.011423,192.4,Local Variety,2024-10-30,Rain-fed,Yes,333727,6674,XXXX4896XX,MAHB7882665,0.765,0.648,15.3,26.6,,,
MH-AS-NAG-10000004,ramesh.nirmal17,Ramesh Nirmal,Male,1986-01-25,40,OBC,XXXX-XXXX-1042,8932253832,Maharashtra,Nagpur,Nagpur Rural,Nagpur Rural_Village_19,424204,785/4,7.59,Irrigated,Red Laterite,Canal,Tur Dal,Wheat,,Yes,Bank of Maharashtra,No,Yes,2025-08-22,Active,785/4,Verified,38110054933,Bhogtavadar Varg-2,0.0,13.61,09/03/2025,KID9900844878,21.298624,78.972042,155.4,Local Variety,2024-11-09,Irrigated,Yes,222781,4455,XXXX3472XX,MAHB1929241,0.8,0.774,3.3,23.3,,,
MH-AS-NAG-10000005,shyam.bhosale60,Shyam Bhosale,Male,1961-12-24,64,ST,XXXX-XXXX-5112,7826992838,Maharashtra,Nagpur,Nagpur Urban,Nagpur Urban_Village_46,424121,895/5,2.19,Irrigated,Alluvial,River Lift,Cotton,Amla,,Yes,DCCB Pune,No,No,2023-03-31,Active,895/5,Verified,32970753705,Bhogtavadar Varg-1,0.12,4.21,15/02/2025,KID2235723455,20.828573,78.927304,83.5,Bt-Hybrid,2024-06-18,Irrigated,No,0,0,XXXX3194XX,MAHB2328901,0.692,0.548,20.8,18.6,2025-02-23,25.1,Approved
MH-AS-NAN-10000004,sanjay.mane58,Sanjay Mane,Male,1971-12-16,54,NT,XXXX-XXXX-3900,7220945792,Maharashtra,Nanded,Hadgaon,Hadgaon_Village_88,400377,699/38,1.16,Well-irrigated,Black Cotton Soil,Rain-fed,Sesame,Turmeric,,Yes,,No,No,2025-12-31,Inactive,699/38,Unverified,32137651678,Bhogtavadar Varg-1,0.0,2.11,12/10/2024,KID5499741226,18.868867,77.107259,60.8,Local Variety,2024-07-10,Rain-fed,Yes,30479,609,XXXX1370XX,MAHB5889376,0.621,0.119,80.8,25.3,,,
MH-AS-AHM-10000004,mamta.shinde80,Mamta Shinde,Female,1986-06-30,39,SBC,XXXX-XXXX-4412,9789373217,Maharashtra,Ahmednagar,Shevgaon,Shevgaon_Village_45,427541,45/5,1.83,Irrigated,Medium Black,Borewell,Tur Dal,Chilli,Sunflower,No,Bank of Maharashtra,Yes,No,2022-10-13,Active,45/5,Verified,37805745017,Bhogtavadar Varg-1,0.0,2.96,06/07/2024,KID6224063897,19.130334,74.631929,76.3,Local Variety,2024-11-08,Irrigated,Yes,53699,1073,XXXX5657XX,MAHB7673215,0.759,0.611,19.5,26.8,,,
MH-AS-LAT-10000002,usha.bhosale15,Usha Bhosale,Female,1962-10-25,63,NT,XXXX-XXXX-8453,9730970883,Maharashtra,Latur,Renapur,Renapur_Village_80,420096,880/25,4.46,Rain-fed,Black Cotton Soil,Rain-fed,Niger Seed,Maize,Urad Dal,Yes,Bank of Baroda,Yes,No,2025-01-31,Active,880/25,Verified,37010379415,Bhogtavadar Varg-1,0.0,8.27,16/02/2024,KID7009092341,18.604518,76.678927,119.1,Local Variety,2024-10-20,Rain-fed,No,0,0,XXXX9020XX,MAHB9366323,0.619,0.484,21.8,26.2,,,
MH-AS-SAT-10000006,radha.thorat89,Radha Thorat,Female,1989-10-26,36,SBC,XXXX-XXXX-2773,8657013800,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar_Village_26,413249,458/15,10.73,Canal-irrigated,Sandy Loam,Rain-fed,Brinjal,Ginger,Groundnut,Yes,DCCB Pune,Yes,No,2024-11-21,Active,458/15,Verified,35284391408,Inam,0.0,21.25,08/02/2025,KID7010420731,17.89653,74.250565,184.8,Local Variety,2024-10-21,Rain-fed,No,0,0,XXXX5190XX,MAHB2734329,0.742,0.578,22.1,24.5,2025-01-16,37.6,Flagged
MH-AS-NAG-10000006,sita.mane86,Sita Mane,Female,1988-02-11,38,OBC,XXXX-XXXX-8610,7261074609,Maharashtra,Nagpur,Narkhed,Narkhed_Village_88,439497,530/26,10.9,Well-irrigated,Alluvial,Well,Guava,Teak (Plantation),Onion,No,Union Bank,No,Yes,2025-09-25,Inactive,530/26,Unverified,37483366056,Bhogtavadar Varg-2,0.0,20.06,21/07/2024,KID1397990184,21.167069,78.893234,186.3,Local Variety,2024-10-19,Rain-fed,Yes,285874,5717,XXXX2587XX,MAHB4903323,0.627,0.304,51.5,24.9,,,
MH-AS-OSM-10000006,ramesh.mahale64,Ramesh Mahale,Male,1970-07-29,55,SBC,XXXX-XXXX-8200,8972181363,Maharashtra,Osmanabad,Tuljapur,Tuljapur_Village_73,425079,329/35,10.66,Semi-irrigated,Black Cotton Soil,Well,Soybean,Bajra,Urad Dal,Yes,,Yes,No,2025-02-04,Active,329/35,Verified,31470939445,Shasakiya,0.0,20.55,08/01/2024,KID4777717369,18.582292,75.724299,184.2,JS-9305,2024-06-20,Rain-fed,No,0,0,XXXX4952XX,MAHB2605717,0.73,0.549,24.8,13.0,,,
MH-AS-SAT-10000007,suresh.kulkarni75,Suresh Kulkarni,Male,1990-01-24,36,NT,XXXX-XXXX-5831,7634061143,Maharashtra,Satara,Wai,Wai_Village_55,438489,126/29,10.94,Irrigated,Red Laterite,Drip,Banana,Peas,,No,,Yes,Yes,2023-08-06,Active,126/29,Verified,33694860228,Shasakiya,0.0,21.37,15/05/2024,KID9259377416,17.612453,73.741996,186.6,Grand Naine,2024-11-04,Irrigated,Yes,925372,18507,XXXX5298XX,MAHB2149188,0.557,0.421,24.4,24.5,,,
MH-AS-AUR-10000006,baburao.kulkarni11,Baburao Kulkarni,Male,1991-09-20,34,General,XXXX-XXXX-7681,9344082414,Maharashtra,Aurangabad,Paithan,Paithan_Village_89,434091,135/6,7.73,Irrigated,Medium Black,Borewell,Tur Dal,Bajra,Sugarcane,Yes,,Yes,Yes,2025-03-25,Inactive,135/6,Unverified,35567816720,Bhogtavadar Varg-1,0.0,13.07,01/10/2024,KID2906852892,19.881864,75.588801,156.9,Local Variety,2024-10-28,Irrigated,Yes,218953,4379,XXXX1354XX,MAHB9894734,0.671,0.338,49.6,23.4,,,
MH-AS-SAT-10000008,tukaram.dhere67,Tukaram Dhere,Male,1980-12-17,45,ST,XXXX-XXXX-8283,7645633609,Maharashtra,Satara,Satara,Satara_Village_66,433438,55/41,9.22,Well-irrigated,Black Cotton Soil,Rain-fed,Maize,Onion,Turmeric,Yes,State Bank of India,Yes,No,2025-12-30,Inactive,55/41,Unverified,39573276057,Shasakiya,0.0,15.53,04/03/2024,KID3810343449,17.66031,73.965613,171.3,Ganga-11,2024-07-11,Rain-fed,Yes,224340,4486,XXXX4913XX,MAHB7464585,0.693,0.245,64.6,31.5,,,
MH-AS-NAN-10000005,sanjay.lokhande67,Sanjay Lokhande,Male,1959-11-27,66,ST,XXXX-XXXX-5393,9360175949,Maharashtra,Nanded,Bhokar,Bhokar_Village_71,437414,84/10,1.05,Rain-fed,Sandy Loam,Canal,Maize,Chilli,,Yes,State Bank of India,No,No,2022-07-03,Inactive,84/10,Unverified,37567496105,Bhogtavadar Varg-1,0.39,1.94,20/08/2024,KID2334259143,19.003663,76.982399,57.8,Ganga-11,2024-06-17,Rain-fed,Yes,27697,553,XXXX7519XX,MAHB7027873,0.679,0.228,66.4,30.3,,,
MH-AS-NAN-10000006,geeta.chavan14,Geeta Chavan,Female,1965-10-26,60,OBC,XXXX-XXXX-7844,9053338001,Maharashtra,Nanded,Bhokar,Bhokar_Village_91,421392,374/32,11.36,Irrigated,Sandy Loam,Canal,Jowar,Sugarcane,Maize,No,,Yes,Yes,2025-08-05,Active,374/32,Verified,39639245200,Bhogtavadar Varg-1,0.21,20.04,07/07/2024,KID8390458648,19.31768,77.522083,190.2,Phule Vasudha,2024-07-03,Irrigated,Yes,230771,4615,XXXX5032XX,MAHB4145854,0.76,0.678,10.8,19.3,2024-12-06,44.6,Pending Review
MH-AS-KOL-10000002,ramesh.yadav83,Ramesh Yadav,Male,1991-08-30,34,ST,XXXX-XXXX-9298,9399058283,Maharashtra,Kolhapur,Radhanagari,Radhanagari_Village_27,431255,244/7,6.72,Well-irrigated,Medium Black,Canal,Arecanut,Banana,Brinjal,Yes,,No,No,2024-03-18,Active,244/7,Verified,34095476665,Bhogtavadar Varg-1,0.0,13.01,10/12/2024,KID6367509011,16.797032,74.565044,146.3,Local Variety,2024-11-13,Rain-fed,Yes,166974,3339,XXXX2350XX,MAHB6950225,0.64,0.469,26.7,24.0,2024-11-08,73.0,Flagged
MH-AS-AMR-10000002,saraswati.jadhav74,Saraswati Jadhav,Female,1979-01-16,47,ST,XXXX-XXXX-8291,8377554682,Maharashtra,Amravati,Amravati,Amravati_Village_67,401371,842/47,11.58,Semi-irrigated,Alluvial,Tank,Tur Dal,Cotton,Groundnut,Yes,,No,No,2023-09-15,Active,842/47,Verified,38047877267,Bhogtavadar Varg-1,0.0,22.7,18/01/2025,KID6567895705,20.639809,77.510527,192.0,Local Variety,2024-11-14,Rain-fed,No,0,0,XXXX8521XX,MAHB4350217,0.573,0.398,30.5,26.7,,,
MH-AS-AMR-10000003,vimal.thorat49,Vimal Thorat,Female,1968-11-17,57,SC,XXXX-XXXX-8907,8444381199,Maharashtra,Amravati,Achalpur,Achalpur_Village_52,431401,22/32,4.96,Rain-fed,Red Laterite,Rain-fed,Moong Dal,Chana Dal,Cotton,Yes,DCCB Pune,Yes,No,2023-03-04,Active,22/32,Verified,35774080233,Bhogtavadar Varg-1,0.0,8.64,10/12/2024,KID7175372028,21.211886,77.878894,125.7,Local Variety,2024-11-11,Rain-fed,Yes,122259,2445,XXXX4274XX,MAHB2979789,0.559,0.372,33.5,25.8,,,
MH-AS-SAN-10000003,sunita.dhere47,Sunita Dhere,Female,1993-09-11,32,SC,XXXX-XXXX-7533,7899461428,Maharashtra,Sangli,Khanapur,Khanapur_Village_4,443072,953/6,1.79,Semi-irrigated,Black Cotton Soil,Canal,Fig,Onion,,No,Bank of Maharashtra,Yes,No,2024-05-28,Active,953/6,Verified,32867302554,Bhogtavadar Varg-1,0.49,3.03,14/05/2024,KID2100424496,16.865549,74.799564,75.5,Local Variety,2024-10-23,Rain-fed,Yes,43372,867,XXXX9699XX,MAHB9583705,0.782,0.678,13.3,23.3,,,
MH-AS-SAT-10000009,shankar.wagh23,Shankar Wagh,Male,1983-09-17,42,SC,XXXX-XXXX-9196,8028204848,Maharashtra,Satara,Khandala,Khandala_Village_7,434162,882/5,8.44,Canal-irrigated,Alluvial,Rain-fed,Groundnut,Turmeric,,No,,Yes,No,2024-09-23,Active,882/5,Verified,32948728483,Bhogtavadar Varg-2,0.39,16.14,26/10/2024,KID7455982935,17.901638,74.062191,163.9,TAG-24,2024-06-17,Rain-fed,Yes,220393,4407,XXXX8615XX,MAHB6911627,0.813,0.764,6.0,16.7,,,
MH-AS-LAT-10000003,shankar.yadav20,Shankar Yadav,Male,1955-03-29,71,SC,XXXX-XXXX-1313,9429344184,Maharashtra,Latur,Udgir,Udgir_Village_72,412874,138/38,8.34,Semi-irrigated,Medium Black,Drip,Wheat,Cotton,Sunflower,No,,Yes,No,2023-03-01,Active,138/38,Verified,34919706735,Bhogtavadar Varg-1,0.21,14.26,14/07/2024,KID9051315849,18.560425,76.35971,162.9,HD-2781,2024-11-09,Rain-fed,Yes,235659,4713,XXXX3364XX,MAHB7082878,0.655,0.485,26.0,35.4,,,
MH-AS-AHM-10000005,vilas.pawar91,Vilas Pawar,Male,1963-09-29,62,SBC,XXXX-XXXX-1311,8188867899,Maharashtra,Ahmednagar,Rahuri,Rahuri_Village_53,405820,709/44,1.79,Semi-irrigated,Red Laterite,Well,Coriander,Tomato,Wheat,No,State Bank of India,Yes,No,2025-06-10,Active,709/44,Verified,33615507143,Bhogtavadar Varg-1,0.0,3.45,25/02/2025,KID8680278389,19.257492,74.667568,75.5,Local Variety,2024-10-22,Rain-fed,No,0,0,XXXX2807XX,MAHB5988559,0.701,0.594,15.3,25.8,,,
MH-AS-SAN-10000004,rekha.gaikwad18,Rekha Gaikwad,Female,1977-09-18,48,General,XXXX-XXXX-6353,7957970033,Maharashtra,Sangli,Jat,Jat_Village_8,400643,273/25,2.7,Semi-irrigated,Red Laterite,Tank,Sunflower,Safflower,Jowar,Yes,Union Bank,No,No,2023-12-28,Active,273/25,Verified,35951406973,Bhogtavadar Varg-1,0.0,4.78,22/11/2024,KID3290266080,16.946727,74.662129,92.7,Local Variety,2024-10-21,Rain-fed,Yes,75941,1518,XXXX4749XX,MAHB3904507,0.799,0.67,16.1,24.8,,,
MH-AS-SAN-10000005,bharat.shinde25,Bharat Shinde,Male,1970-10-16,55,NT,XXXX-XXXX-5296,9645714653,Maharashtra,Sangli,Sangli,Sangli_Village_35,444852,922/50,5.07,Rain-fed,Black Cotton Soil,Drip,Jowar,Groundnut,Chilli,No,DCCB Nashik,Yes,Yes,2022-05-28,Active,922/50,Verified,34274958945,Bhogtavadar Varg-1,0.0,9.47,09/07/2024,KID6398068477,16.940995,74.743975,127.0,Phule Vasudha,2024-07-11,Rain-fed,Yes,95681,1913,XXXX9785XX,MAHB8210325,0.569,0.372,34.6,17.2,,,
MH-AS-AHM-10000006,sanjay.mane57,Sanjay Mane,Male,1999-07-06,26,NT,XXXX-XXXX-7143,9643222138,Maharashtra,Ahmednagar,Shrirampur,Shrirampur_Village_52,422472,508/16,9.01,Well-irrigated,Sandy Loam,Well,Tomato,Sugarcane,,No,DCCB Pune,Yes,No,2025-05-03,Inactive,508/16,Unverified,39592390865,Bhogtavadar Varg-2,0.0,14.76,25/02/2024,KID9081319728,18.756311,74.517486,169.4,Abhinav,2024-10-31,Rain-fed,Yes,345252,6905,XXXX8212XX,MAHB3690874,0.653,0.332,49.2,249.1,,,
MH-AS-SAN-10000006,shobha.patil52,Shobha Patil,Female,1954-07-06,71,SC,XXXX-XXXX-6495,9866396588,Maharashtra,Sangli,Sangli,Sangli_Village_34,436612,51/2,8.08,Rain-fed,Sandy Loam,Rain-fed,Tomato,Fig,Castor,Yes,Maharashtra Gramin Bank,No,Yes,2023-09-24,Active,51/2,Verified,36687206971,Bhogtavadar Varg-1,0.0,14.94,11/12/2024,KID3624240653,16.691161,74.954356,160.4,Abhinav,2024-11-08,Rain-fed,Yes,343678,6873,XXXX2151XX,MAHB3302521,0.637,0.51,19.9,248.3,2024-10-11,59.8,Approved
MH-AS-SAN-10000007,vikram.wagh24,Vikram Wagh,Male,1953-04-27,73,General,XXXX-XXXX-2649,7741837518,Maharashtra,Sangli,Sangli,Sangli_Village_18,420144,188/33,11.87,Canal-irrigated,Black Cotton Soil,Canal,Onion,Sugarcane,,Yes,,No,Yes,2023-11-18,Active,188/33,Verified,31083651970,Inam,0.0,21.14,29/04/2024,KID6507397291,16.978493,74.320765,194.4,Bhima Raj,2024-07-14,Rain-fed,No,0,0,XXXX7151XX,MAHB8302847,0.778,0.606,22.1,201.1,2025-01-04,30.5,Approved
MH-AS-JAL-10000003,kavita.gaikwad92,Kavita Gaikwad,Female,1994-12-11,31,OBC,XXXX-XXXX-4359,8525792127,Maharashtra,Jalgaon,Pachora,Pachora_Village_3,405890,822/14,11.22,Well-irrigated,Alluvial,Tank,Papaya,Watermelon,Chilli,Yes,,Yes,Yes,2023-04-07,Active,822/14,Verified,39285415473,Bhogtavadar Varg-2,0.0,20.58,29/08/2024,KID2890015443,21.153107,75.83545,189.0,Local Variety,2024-11-01,Rain-fed,No,0,0,XXXX4373XX,MAHB1844008,0.629,0.464,26.2,25.8,2024-12-02,38.2,Flagged
MH-AS-SAN-10000008,suresh.nirmal69,Suresh Nirmal,Male,1964-11-27,61,SBC,XXXX-XXXX-8965,8789888886,Maharashtra,Sangli,Khanapur,Khanapur_Village_2,417186,721/25,4.65,Irrigated,Medium Black,Well,Fig,Sugarcane,Maize,No,DCCB Nashik,Yes,Yes,2025-02-10,Active,721/25,Verified,32320763135,Bhogtavadar Varg-1,0.0,7.75,13/01/2024,KID6926301240,17.172446,74.347876,121.7,Local Variety,2024-10-15,Irrigated,Yes,118429,2368,XXXX7094XX,MAHB4422453,0.57,0.45,21.1,26.8,,,
MH-AS-AUR-10000007,tukaram.patil53,Tukaram Patil,Male,1979-02-12,47,General,XXXX-XXXX-6609,7961183936,Maharashtra,Aurangabad,Paithan,Paithan_Village_28,404903,903/46,5.63,Well-irrigated,Red Laterite,Drip,Maize,Sunflower,Castor,Yes,DCCB Nashik,Yes,Yes,2023-12-29,Active,903/46,Verified,31248786714,Bhogtavadar Varg-1,0.0,10.67,13/11/2024,KID4811701237,20.234244,75.128709,133.9,Ganga-11,2024-07-06,Rain-fed,No,0,0,XXXX6838XX,MAHB7963805,0.699,0.525,24.9,30.7,,,
MH-AS-NAG-10000007,rajesh.jadhav32,Rajesh Jadhav,Male,1963-07-07,62,SC,XXXX-XXXX-6271,9075153817,Maharashtra,Nagpur,Hingna,Hingna_Village_6,428374,452/29,4.22,Rain-fed,Red Laterite,Well,Bajra,Orange,,No,,No,No,2024-05-31,Active,452/29,Verified,35067116918,Bhogtavadar Varg-2,0.0,8.21,28/03/2025,KID2483406943,20.86882,79.192813,115.9,GHB-732,2024-07-04,Rain-fed,Yes,68430,1368,XXXX8451XX,MAHB2635856,0.672,0.597,11.2,15.1,2025-01-19,16.6,Approved
MH-AS-SAT-10000010,mahesh.yadav10,Mahesh Yadav,Male,1960-09-26,65,SBC,XXXX-XXXX-4054,8912677252,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar_Village_68,418737,490/30,8.79,Well-irrigated,Sandy Loam,Drip,Guava,Garlic,Brinjal,Yes,Bank of Maharashtra,No,No,2025-12-07,Inactive,490/30,Unverified,39957813353,Bhogtavadar Varg-2,0.0,14.83,14/10/2024,KID8159973813,17.309756,74.255009,167.3,Local Variety,2024-10-29,Rain-fed,Yes,216082,4321,XXXX2837XX,MAHB1671919,0.633,0.238,62.4,24.4,,,
MH-AS-KOL-10000003,radha.pawar31,Radha Pawar,Female,1966-01-11,60,NT,XXXX-XXXX-5186,7995235651,Maharashtra,Kolhapur,Panhala,Panhala_Village_94,442439,267/26,2.87,Irrigated,Red Laterite,Tank,Chilli,Colocasia,Pepper,Yes,Canara Bank,Yes,Yes,2023-07-29,Active,267/26,Verified,34289233844,Bhogtavadar Varg-2,0.0,4.7,16/06/2024,KID8277124120,16.419243,73.912493,95.6,LCA-334,2024-07-06,Irrigated,Yes,70329,1406,XXXX2426XX,MAHB6578152,0.563,0.402,28.6,24.3,,,
MH-AS-SAN-10000009,vandana.gaikwad79,Vandana Gaikwad,Female,1976-02-29,50,SBC,XXXX-XXXX-3480,7371258091,Maharashtra,Sangli,Walwa,Walwa_Village_65,408076,970/34,9.16,Well-irrigated,Red Laterite,Canal,Onion,Pomegranate,Jowar,Yes,DCCB Nashik,Yes,No,2023-02-07,Active,970/34,Verified,33361388464,Bhogtavadar Varg-2,0.2,14.74,08/11/2024,KID8044022892,17.107583,74.952116,170.8,Bhima Raj,2024-07-04,Rain-fed,Yes,445645,8912,XXXX3809XX,MAHB6222780,0.635,0.545,14.2,200.3,,,
MH-AS-AHM-10000007,dnyanoba.kadam32,Dnyanoba Kadam,Male,1992-02-08,34,OBC,XXXX-XXXX-9319,8558424459,Maharashtra,Ahmednagar,Rahuri,Rahuri_Village_32,413871,390/47,10.15,Well-irrigated,Black Cotton Soil,Well,Tomato,Jowar,,Yes,Bank of Baroda,No,No,2024-05-24,Active,390/47,Verified,36633778586,Bhogtavadar Varg-1,0.0,18.85,23/04/2024,KID8117476306,19.303616,75.003565,179.7,Abhinav,2024-10-29,Rain-fed,No,0,0,XXXX6384XX,MAHB4749468,0.585,0.535,8.5,249.0,2025-03-18,52.1,Approved
MH-AS-NAS-10000003,saraswati.bhosale63,Saraswati Bhosale,Female,2002-08-07,23,ST,XXXX-XXXX-9892,9294729733,Maharashtra,Nashik,Nashik,Nashik_Village_95,403839,349/29,7.12,Well-irrigated,Medium Black,Canal,Capsicum,Sugarcane,,Yes,,No,Yes,2024-09-14,Active,349/29,Verified,38086172302,Bhogtavadar Varg-1,0.0,13.12,27/11/2024,KID6288120945,20.355409,73.720873,150.5,Local Variety,2024-11-03,Rain-fed,Yes,193159,3863,XXXX6300XX,MAHB5244584,0.607,0.556,8.4,24.9,,,
MH-AS-SAN-10000010,bharat.dhere16,Bharat Dhere,Male,1949-01-15,77,ST,XXXX-XXXX-1439,8615131930,Maharashtra,Sangli,Miraj,Miraj_Village_78,428124,71/37,2.95,Well-irrigated,Medium Black,Well,Onion,Castor,,Yes,State Bank of India,No,No,2025-08-30,Active,71/37,Verified,37517938612,Bhogtavadar Varg-1,0.48,5.37,02/02/2024,KID2717560104,16.707518,74.747326,96.9,Bhima Raj,2024-06-23,Rain-fed,No,0,0,XXXX1372XX,MAHB1844400,0.697,0.523,25.0,200.6,,,
MH-AS-AHM-10000008,geeta.yadav91,Geeta Yadav,Female,2001-01-26,25,NT,XXXX-XXXX-8595,7468295528,Maharashtra,Ahmednagar,Kopargaon,Kopargaon_Village_77,430123,387/25,5.65,Canal-irrigated,Red Laterite,River Lift,Bajra,Garlic,Tur Dal,Yes,,No,Yes,2024-03-06,Active,387/25,Verified,31519709079,Shasakiya,0.0,9.56,21/11/2024,KID3283842148,19.197088,74.896016,134.1,GHB-732,2024-07-08,Rain-fed,Yes,97207,1944,XXXX8323XX,MAHB4677060,0.591,0.525,11.2,13.4,2025-01-14,76.6,Approved
MH-AS-AUR-10000008,mangal.bhosale30,Mangal Bhosale,Female,1999-10-01,26,NT,XXXX-XXXX-7895,8648654435,Maharashtra,Aurangabad,Sillod,Sillod_Village_60,423536,244/17,8.34,Rain-fed,Black Cotton Soil,Well,Niger Seed,Maize,,Yes,,No,No,2022-08-22,Pending,244/17,Pending,31965067727,Bhogtavadar Varg-1,0.0,14.65,25/02/2025,KID9595485690,20.046704,75.515305,162.9,Local Variety,2024-11-02,Rain-fed,Yes,205077,4101,XXXX8322XX,MAHB2918569,0.64,0.367,42.7,25.0,,,
MH-AS-SAN-10000011,sanjay.kulkarni93,Sanjay Kulkarni,Male,1976-12-07,49,ST,XXXX-XXXX-6501,9065509173,Maharashtra,Sangli,Sangli,Sangli_Village_91,405735,188/22,2.77,Canal-irrigated,Medium Black,Canal,Banana,Onion,Maize,Yes,,No,Yes,2025-10-31,Active,188/22,Verified,32452066459,Bhogtavadar Varg-1,0.0,5.09,25/08/2024,KID6176709320,16.630004,74.248063,93.9,Grand Naine,2024-10-23,Rain-fed,Yes,269968,5399,XXXX6605XX,MAHB8711005,0.739,0.65,12.0,25.8,,,
MH-AS-LAT-10000004,suresh.wagh58,Suresh Wagh,Male,1949-02-21,77,SC,XXXX-XXXX-7220,8777552670,Maharashtra,Latur,Ausa,Ausa_Village_77,407306,111/45,5.15,Irrigated,Black Cotton Soil,Rain-fed,Maize,Wheat,Linseed,Yes,,Yes,Yes,2022-07-10,Pending,111/45,Pending,31945826486,Bhogtavadar Varg-1,0.0,9.26,24/12/2024,KID8468628039,18.40912,76.912482,128.0,Ganga-11,2024-07-01,Irrigated,No,0,0,XXXX4802XX,MAHB5592116,0.725,0.513,29.2,31.7,,,
MH-AS-KOL-10000004,sunita.gavit44,Sunita Gavit,Female,1984-03-28,42,SC,XXXX-XXXX-7226,8663156211,Maharashtra,Kolhapur,Panhala,Panhala_Village_23,430945,722/18,0.51,Irrigated,Sandy Loam,River Lift,Groundnut,Soybean,Turmeric,No,,No,Yes,2022-04-14,Active,722/18,Verified,39894847574,Bhogtavadar Varg-1,0.0,1.02,03/06/2024,KID8597523236,16.892576,73.974879,40.3,TAG-24,2024-06-29,Irrigated,Yes,12922,258,XXXX7817XX,MAHB2547092,0.598,0.43,28.1,16.8,,,
MH-AS-KOL-10000005,sanjay.bhosale95,Sanjay Bhosale,Male,1951-07-16,74,OBC,XXXX-XXXX-7535,9857146408,Maharashtra,Kolhapur,Panhala,Panhala_Village_86,412454,685/32,2.96,Canal-irrigated,Alluvial,Canal,Banana,Paddy,Ginger,Yes,Canara Bank,Yes,Yes,2023-12-28,Pending,685/32,Pending,33710566582,Bhogtavadar Varg-1,0.24,4.9,28/11/2024,KID2320707097,16.358205,74.309748,97.1,Grand Naine,2024-10-19,Rain-fed,Yes,280768,5615,XXXX5095XX,MAHB8310926,0.78,0.439,43.7,26.8,,,
MH-AS-KOL-10000006,suresh.gavit47,Suresh Gavit,Male,1984-02-23,42,General,XXXX-XXXX-3618,9985293066,Maharashtra,Kolhapur,Shirol,Shirol_Village_3,438628,53/3,8.16,Irrigated,Medium Black,River Lift,Sugarcane,Bhendi (Okra),,No,Bank of Maharashtra,Yes,Yes,2023-03-09,Active,53/3,Verified,31983297492,Bhogtavadar Varg-2,0.31,15.32,28/07/2024,KID3493275703,16.771632,74.382792,161.2,Co-86032,2024-07-02,Irrigated,Yes,629072,12581,XXXX8207XX,MAHB3872260,0.717,0.572,20.2,700.4,,,
MH-AS-OSM-10000007,arjun.more44,Arjun More,Male,1962-03-24,64,ST,XXXX-XXXX-6329,7828139485,Maharashtra,Osmanabad,Omerga,Omerga_Village_35,424902,973/46,1.86,Semi-irrigated,Sandy Loam,Rain-fed,Tomato,Chilli,Wheat,Yes,State Bank of India,No,No,2025-07-13,Inactive,973/46,Unverified,34888749350,Bhogtavadar Varg-1,0.09,3.28,29/02/2024,KID5128055915,17.979877,75.998298,76.9,Abhinav,2024-11-08,Rain-fed,Yes,73008,1460,XXXX7868XX,MAHB1634454,0.681,0.15,78.0,250.1,,,
MH-AS-LAT-10000005,shobha.jadhav99,Shobha Jadhav,Female,1978-03-26,48,ST,XXXX-XXXX-6969,9393030033,Maharashtra,Latur,Nilanga,Nilanga_Village_49,423015,367/3,4.83,Rain-fed,Medium Black,Well,Bajra,Niger Seed,,Yes,DCCB Nashik,Yes,No,2024-04-11,Inactive,367/3,Unverified,38987073217,Shasakiya,0.5,8.56,12/03/2024,KID7084993487,18.568026,76.287283,124.0,GHB-732,2024-07-08,Rain-fed,Yes,79257,1585,XXXX7274XX,MAHB2599543,0.558,0.271,51.4,16.9,,,
MH-AS-OSM-10000008,mamta.kale95,Mamta Kale,Female,1953-03-21,73,SC,XXXX-XXXX-9391,9326982719,Maharashtra,Osmanabad,Paranda,Paranda_Village_42,400953,957/35,0.67,Well-irrigated,Black Cotton Soil,Rain-fed,Groundnut,Onion,,Yes,Canara Bank,No,No,2023-10-01,Active,957/35,Verified,39894264595,Bhogtavadar Varg-1,0.12,1.26,24/01/2024,KID2267756385,17.935829,75.990061,46.2,TAG-24,2024-06-29,Rain-fed,Yes,19985,399,XXXX2818XX,MAHB4087839,0.733,0.635,13.4,16.4,,,
